Date,Actual_Price,Actual_Return,Predicted_Price_HybridModel,Predicted_Return_HybridModel,Hybrid_Direction,Correct?,Predicted_Price_Top3Model,Predicted_Return_Top3Model,Predicted_Price_FullModel,Predicted_Return_FullModel,MAPE_Top3Model (%),Directional_Accuracy_Top3Model (%),MAPE_FullModel (%),Directional_Accuracy_FullModel (%),MAPE_HybridModel (%),Directional_Accuracy_HybridModel (%)
2025-04-11,79.18000030517578,0.021018661370394653,75.99130033583418,-0.02009932501077193,0,No,78.59859038498774,0.013521435099494246,75.95904791647173,-0.02051521692686797,4.35,40.0,3.97,80.0,4.77,80.0
2025-04-14,79.16999816894531,-0.00012632149775093637,74.7499766186497,-0.016335076669284587,0,Yes,79.80462474688859,0.015344223808512707,75.49370594206765,-0.006126221788822139,4.35,40.0,3.97,80.0,4.77,80.0
2025-04-15,78.38999938964844,-0.00985220155787292,74.03686416582822,-0.009539968908077975,0,Yes,81.29290949196788,0.018649103981123596,75.2347632171843,-0.003429990906553917,4.35,40.0,3.97,80.0,4.77,80.0
2025-04-16,76.45999908447266,-0.024620491391796562,73.25659339172198,-0.010538949520587204,0,Yes,82.79812341565291,0.01851593125515766,74.41226731057513,-0.010932391775259844,4.35,40.0,3.97,80.0,4.77,80.0
2025-04-17,78.0,0.020141262542077154,74.47664903415095,0.016654550613690422,1,Yes,84.41073406857285,0.019476415483772824,74.52499550215265,0.0015149140813976625,4.35,40.0,3.97,80.0,4.77,80.0
